3 31
29 28
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 
1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 
1 3 1 0 0 1 2 1 0 0 0 1 2 1 1 2 1 0 0 0 1 2 1 0 0 1 3 1 
1 2 1 0 0 1 2 1 0 0 0 1 2 1 1 2 1 0 0 0 1 2 1 0 0 1 2 1 
1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 
1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 
1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 
1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 
1 2 2 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1 
1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1 
0 0 0 0 0 1 2 1 1 1 1 1 0 1 1 0 1 1 1 1 1 2 1 0 0 0 0 0 
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0 
0 0 0 0 0 1 2 1 1 0 1 1 1 0 0 1 1 1 0 1 1 2 1 0 0 0 0 0 
1 1 1 1 1 1 2 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 1 1 1 1 
0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0 
1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 
0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0 
1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 
1 0 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 
1 0 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 
1 0 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 
1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 1 1 2 2 3 1 
1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1 
1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 1 1 
1 0 0 0 0 0 0 1 1 0 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 1 
1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 
1 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
9
4 13 13 18 22 1 0 1487
4 14 13 24 25 1 0 1487
10 14 14 21 19 1 0 
10 15 14 13 22 1 0 
10 12 15 3 25 -1 0 
10 13 15 10 17 -1 0 
9 14 22 3 27 1 0 
4 14 12 12 12 -1 0 1387
