1 143
29 28
1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 
1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 3 2 2 2 2 2 2 0 1 
1 0 1 1 1 1 1 0 1 0 0 0 1 0 1 0 0 0 1 2 1 1 1 1 1 1 0 1 
1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 2 1 0 0 0 0 1 0 1 
1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 
1 0 2 2 2 2 2 2 1 1 1 1 1 2 1 1 1 1 1 0 0 0 0 0 0 0 0 1 
1 0 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 0 1 1 1 1 1 1 0 1 
1 0 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 
1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 
1 1 1 1 2 1 1 1 0 1 0 0 0 0 0 0 0 0 1 2 1 1 1 0 1 1 1 1 
0 0 0 1 2 1 0 1 0 1 0 1 1 0 0 1 1 0 1 2 1 0 1 0 1 0 0 0 
0 0 0 1 2 1 0 1 0 1 0 1 0 0 0 0 1 0 1 2 1 0 1 0 1 0 0 0 
0 0 0 1 2 1 0 1 0 0 0 1 0 0 0 0 1 0 3 2 1 0 1 0 1 0 0 0 
1 1 1 1 2 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 1 1 
0 0 0 0 0 2 2 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 2 0 
1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 2 1 1 1 2 1 1 1 1 
0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 2 1 1 1 2 1 0 0 0 
0 0 0 1 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 
0 0 0 1 0 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 0 0 0 
0 0 0 1 0 1 0 0 0 1 2 1 0 0 0 0 1 2 1 0 0 0 1 2 1 0 0 0 
1 1 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 3 1 
1 0 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 2 1 
1 0 1 2 1 0 0 0 0 0 0 0 2 0 2 2 2 2 2 2 2 2 2 1 2 1 2 1 
1 0 2 3 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 2 2 2 1 
1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 2 1 1 2 1 1 1 2 1 
1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 1 1 1 1 2 1 1 2 1 1 1 2 1 
1 0 0 0 0 0 0 0 1 0 0 0 1 0 2 2 2 2 2 2 1 1 2 2 2 2 2 1 
1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
10
5 12 12 6 8 -1 0 
5 13 12 14 9 0 -1 
6 14 12 21 23 -1 0 
7 15 12 19 11 0 1 
9 13 21 1 25 0 -1 
5 13 13 18 23 -1 0 
6 13 10 13 5 0 1 
5 13 12 17 17 0 1 
6 12 21 15 27 1 0 
