3 0
29 28
1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 
1 2 2 2 2 2 2 3 1 0 0 0 1 2 1 0 0 0 1 3 2 2 2 2 2 2 2 1 
1 2 1 1 1 1 1 2 1 0 0 0 1 2 1 0 0 0 1 2 1 1 1 1 1 1 2 1 
1 2 1 0 0 0 1 2 1 1 1 1 1 2 1 1 1 1 1 2 1 0 0 0 0 1 2 1 
1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 1 
1 2 2 2 2 2 2 2 1 1 1 1 1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 1 
1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 1 
1 2 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1 2 1 
1 2 2 2 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 2 2 2 2 2 2 2 1 
1 1 1 1 2 1 1 1 2 1 0 0 0 0 0 0 0 0 1 2 1 1 1 2 1 1 1 1 
0 0 0 1 2 1 0 1 2 1 0 1 1 0 0 1 1 0 1 2 1 0 1 2 1 0 0 0 
0 0 0 1 2 1 0 1 2 1 0 1 0 0 0 0 1 0 1 2 1 0 1 2 1 0 0 0 
0 0 0 1 2 1 0 1 2 3 0 1 0 0 0 0 1 0 3 2 1 0 1 2 1 0 0 0 
1 1 1 1 2 1 1 1 2 1 0 1 1 0 0 1 1 0 1 2 1 1 1 2 1 1 1 1 
0 2 2 2 2 2 2 2 2 1 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 0 
1 1 1 1 2 1 1 1 2 1 1 1 1 1 0 1 1 1 1 2 1 1 1 2 1 1 1 1 
0 0 0 1 2 1 1 1 2 1 1 1 1 1 0 1 1 1 1 2 1 1 1 2 1 0 0 0 
0 0 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 
0 0 0 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 0 0 0 
0 0 0 1 2 1 0 0 0 1 2 1 0 0 0 0 1 2 1 0 0 0 1 2 1 0 0 0 
1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 
1 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 3 1 
1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 2 1 
1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 
1 2 2 3 1 2 1 2 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 2 2 2 1 
1 2 1 1 1 2 1 2 1 0 0 0 1 2 1 0 0 0 1 2 1 1 2 1 1 1 2 1 
1 2 1 1 1 2 1 2 1 0 0 0 1 2 1 1 1 1 1 2 1 1 2 1 1 1 2 1 
1 2 2 2 2 2 2 2 1 0 0 0 1 2 2 2 2 2 2 2 1 1 2 2 2 2 2 1 
1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
10
4 13 10 10 13 0 1 206
4 14 10 14 11 0 1 206
5 12 12 16 14 1 0 
5 13 12 10 10 0 -1 
6 14 12 14 9 0 -1 
7 15 12 12 11 0 1 
4 13 13 13 10 0 -1 206
4 14 13 14 10 0 -1 206
9 13 21 13 21 0 0 
